cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
20347	3-methylhex-1-yn-3-ol	C7H12O	112.172	1.1	3	1	1	8	3-Methyl-1-hexyn-3-ol	CCCC(C)(C#C)O	InChI=1S/C7H12O/c1-4-6-7(3,8)5-2/h2,8H,4,6H2,1,3H3
32470	2-propylsulfanyl-4,6-bis(trichloromethyl)-1,3,5-triazine	C8H7Cl6N3S	389.925	5	3	0	4	18	s-Triazine, 2-(propylthio)-4,6-bis(trichloromethyl)-	CCCSC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C8H7Cl6N3S/c1-2-3-18-6-16-4(7(9,10)11)15-5(17-6)8(12,13)14/h2-3H2,1H3
24259	1,2-dinitrosobenzene	C6H4N2O2	136.11	0.7	0	0	4	10	1,2-DINITROSOBENZENE	C1=CC=C(C(=C1)N=O)N=O	InChI=1S/C6H4N2O2/c9-7-5-3-1-2-4-6(5)8-10/h1-4H
20819	disodium;[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl phosphate	C10H11N4Na2O8P	392.171	None	3	3	9	25	Disodium 5'-inosinate	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+]	InChI=1S/C10H13N4O8P.2Na/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17;;/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20);;/q;2*+1/p-2/t4-,6-,7-,10-;;/m1../s1
20791	2-hydrazinylacetamide;hydrochloride	C2H8ClN3O	125.556	None	2	4	3	7	2-Hydrazinoacetamide hydrochloride	C(C(=O)N)NN.Cl	InChI=1S/C2H7N3O.ClH/c3-2(6)1-5-4;/h5H,1,4H2,(H2,3,6);1H
20122	4-nitromorpholine	C4H8N2O3	132.119	0.3	0	0	4	9	4-Nitromorpholine	C1COCCN1[N+](=O)[O-]	InChI=1S/C4H8N2O3/c7-6(8)5-1-3-9-4-2-5/h1-4H2
32329	ethyl 2-(dimethylamino)-1-phenylcyclohex-3-ene-1-carboxylate	C17H23NO2	273.376	3.1	5	0	3	20	CHEBI:77817	CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2	InChI=1S/C17H23NO2/c1-4-20-16(19)17(14-10-6-5-7-11-14)13-9-8-12-15(17)18(2)3/h5-8,10-12,15H,4,9,13H2,1-3H3
24280	(7R)-17-hydroxy-7,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	C20H30O2	302.458	3.6	0	1	2	22	Isomer 201	C[C@@H]1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)O)C	InChI=1S/C20H30O2/c1-12-10-13-11-14(21)6-8-19(13,2)16-7-9-20(3)15(18(12)16)4-5-17(20)22/h11-12,15-18,22H,4-10H2,1-3H3/t12-,15?,16?,17?,18?,19?,20?/m1/s1
32500	2-ethenoxyethyl(trimethyl)azanium;iodide	C7H16INO	257.115	None	4	0	2	10	Vinyl ether of trimethyl-2-hydroxyethylammonium iodide	C[N+](C)(C)CCOC=C.[I-]	InChI=1S/C7H16NO.HI/c1-5-9-7-6-8(2,3)4;/h5H,1,6-7H2,2-4H3;1H/q+1;/p-1
34956	N,N-bis(2-methylpropyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C13H18Cl6N4	443.015	6.4	5	0	4	23	AC1L1SOF	CC(C)CN(CC(C)C)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C13H18Cl6N4/c1-7(2)5-23(6-8(3)4)11-21-9(12(14,15)16)20-10(22-11)13(17,18)19/h7-8H,5-6H2,1-4H3
24235	3-(diethylamino)propyl 4-fluorobenzoate	C14H20FNO2	253.317	3.7	8	0	4	18	3-(diethylamino)propyl 4-fluorobenzoate	CCN(CC)CCCOC(=O)C1=CC=C(C=C1)F	InChI=1S/C14H20FNO2/c1-3-16(4-2)10-5-11-18-14(17)12-6-8-13(15)9-7-12/h6-9H,3-5,10-11H2,1-2H3
32613	N-butan-2-yl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C9H10Cl6N4	386.907	4.9	3	1	4	19	AC1L1O1R	CCC(C)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C9H10Cl6N4/c1-3-4(2)16-7-18-5(8(10,11)12)17-6(19-7)9(13,14)15/h4H,3H2,1-2H3,(H,16,17,18,19)
21100	4-[1-hydroxy-2-(methylamino)ethyl]-2-methoxyphenol	C10H15NO3	197.234	-1	4	3	4	14	Metanephrine	CNCC(C1=CC(=C(C=C1)O)OC)O	InChI=1S/C10H15NO3/c1-11-6-9(13)7-3-4-8(12)10(5-7)14-2/h3-5,9,11-13H,6H2,1-2H3
20855	ethyl N,N-diethylcarbamodithioate	C7H15NS2	177.324	2.4	4	0	2	10	Diethyldithiocarbamic acid ethyl ester	CCN(CC)C(=S)SCC	InChI=1S/C7H15NS2/c1-4-8(5-2)7(9)10-6-3/h4-6H2,1-3H3
24270	sodium;oxidooxy(oxo)borane	BNaO3	81.797	None	0	0	3	5		B(=O)O[O-].[Na+]	InChI=1S/BHO3.Na/c2-1-4-3;/h3H;/q;+1/p-1
24151	3-(2-prop-2-enoxyethoxy)prop-1-ene	C8H14O2	142.198	1.2	7	0	2	10	Ethylene glycol diallyl ether	C=CCOCCOCC=C	InChI=1S/C8H14O2/c1-3-5-9-7-8-10-6-4-2/h3-4H,1-2,5-8H2
23936	niobium	Nb	92.906	None	0	0	0	1	Niobium	[Nb]	InChI=1S/Nb
24316	9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one	C10H12N5O7P	345.208	-3.4	1	4	8	23	cyclic gmp	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O	InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/t3-,5-,6-,9-/m1/s1
26223	1-(5-amino-2-octoxyphenyl)ethanone	C16H25NO2	263.381	4.3	9	1	3	19	1-[5-amino-2-(octyloxy)phenyl]ethanone	CCCCCCCCOC1=C(C=C(C=C1)N)C(=O)C	InChI=1S/C16H25NO2/c1-3-4-5-6-7-8-11-19-16-10-9-14(17)12-15(16)13(2)18/h9-10,12H,3-8,11,17H2,1-2H3
34673	2-(tert-butylamino)-1-phenothiazin-10-ylethanone;hydrochloride	C18H21ClN2OS	348.889	None	3	2	3	23	29722-83-6	CC(C)(C)NCC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31.Cl	InChI=1S/C18H20N2OS.ClH/c1-18(2,3)19-12-17(21)20-13-8-4-6-10-15(13)22-16-11-7-5-9-14(16)20;/h4-11,19H,12H2,1-3H3;1H
32645	N-prop-2-enyl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C8H6Cl6N4	370.864	4.3	3	1	4	18	AC1L1O4F	C=CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C8H6Cl6N4/c1-2-3-15-6-17-4(7(9,10)11)16-5(18-6)8(12,13)14/h2H,1,3H2,(H,15,16,17,18)
21389	1,3-bis[3-(4,5-dihydro-1H-imidazol-2-yl)phenyl]urea	C19H20N6O	348.41	0.4	4	4	3	26	Imidocarb	C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4	InChI=1S/C19H20N6O/c26-19(24-15-5-1-3-13(11-15)17-20-7-8-21-17)25-16-6-2-4-14(12-16)18-22-9-10-23-18/h1-6,11-12H,7-10H2,(H,20,21)(H,22,23)(H2,24,25,26)
20686	2-methylpentanedinitrile	C6H8N2	108.144	0.5	2	0	2	8	2-Methylglutaronitrile	CC(CCC#N)C#N	InChI=1S/C6H8N2/c1-6(5-8)3-2-4-7/h6H,2-3H2,1H3
24177	2-quinolin-8-ylsulfanylethanol	C11H11NOS	205.275	1.6	3	1	3	14	ETHANOL, 2-(8-QUINOLYLTHIO)-	C1=CC2=C(C(=C1)SCCO)N=CC=C2	InChI=1S/C11H11NOS/c13-7-8-14-10-5-1-3-9-4-2-6-12-11(9)10/h1-6,13H,7-8H2
26665	2,3,4,6-tetrabromophenol	C6H2Br4O	409.697	5.4	0	1	1	11	2,3,4,6-TETRABROMOPHENOL	C1=C(C(=C(C(=C1Br)Br)Br)O)Br	InChI=1S/C6H2Br4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H
47391	methyl-(2-methyl-4-propylheptan-4-yl)azanium;chloride	C12H28ClN	221.813	None	7	1	1	14	LCG 21660	CCCC(CCC)(CC(C)C)[NH2+]C.[Cl-]	InChI=1S/C12H27N.ClH/c1-6-8-12(13-5,9-7-2)10-11(3)4;/h11,13H,6-10H2,1-5H3;1H
32482	2-(diethylamino)ethyl 9-hydroxyfluorene-9-carboxylate	C20H23NO3	325.408	3.1	7	1	4	24	BRN 0928642	CCN(CC)CCOC(=O)C1(C2=CC=CC=C2C3=CC=CC=C31)O	InChI=1S/C20H23NO3/c1-3-21(4-2)13-14-24-19(22)20(23)17-11-7-5-9-15(17)16-10-6-8-12-18(16)20/h5-12,23H,3-4,13-14H2,1-2H3
20541	1-[3-(5,6-dihydrodibenzo[1,2-a:1',2'-e][7]annulen-11-ylidene)propyl]-4-methylpiperazine-1,4-diium;dichloride	C23H30Cl2N2	405.407	None	3	2	2	27	AC1L2GHD	C[NH+]1CC[NH+](CC1)CCC=C2C3=CC=CC=C3CCC4=CC=CC=C42.[Cl-].[Cl-]	InChI=1S/C23H28N2.2ClH/c1-24-15-17-25(18-16-24)14-6-11-23-21-9-4-2-7-19(21)12-13-20-8-3-5-10-22(20)23;;/h2-5,7-11H,6,12-18H2,1H3;2*1H
34401	(7-nitroquinolin-8-yl) 3-(3-chlorophenyl)-2-methylprop-2-enoate	C19H13ClN2O4	368.773	4.9	4	0	5	26		CC(=CC1=CC(=CC=C1)Cl)C(=O)OC2=C(C=CC3=C2N=CC=C3)[N+](=O)[O-]	InChI=1S/C19H13ClN2O4/c1-12(10-13-4-2-6-15(20)11-13)19(23)26-18-16(22(24)25)8-7-14-5-3-9-21-17(14)18/h2-11H,1H3
34612	[5-hydroxy-3-(4-methylbenzoyl)-1-benzofuran-4-yl]methyl-dimethylazanium;chloride	C19H20ClNO3	345.823	None	4	2	4	24	5-BENZOFURANOL, 4-DIMETHYLAMINOMETHYL-3-(p-TOLUOYL)-, HYDROCHLORIDE	CC1=CC=C(C=C1)C(=O)C2=COC3=C2C(=C(C=C3)O)C[NH+](C)C.[Cl-]	InChI=1S/C19H19NO3.ClH/c1-12-4-6-13(7-5-12)19(22)15-11-23-17-9-8-16(21)14(18(15)17)10-20(2)3;/h4-9,11,21H,10H2,1-3H3;1H
22927	trisodium;4-hydroxy-7-[[5-hydroxy-6-[(2-methoxyphenyl)diazenyl]-7-sulfonatonaphthalen-2-yl]carbamoylamino]-3-[(2-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate	C35H25N6Na3O13S3	902.763	None	7	4	17	60		CC1=C(C=CC(=C1)S(=O)(=O)[O-])N=NC2=C(C=C3C=C(C=CC3=C2O)NC(=O)NC4=CC5=CC(=C(C(=C5C=C4)O)N=NC6=CC=CC=C6OC)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]	InChI=1S/C35H28N6O13S3.3Na/c1-18-13-23(55(45,46)47)9-12-26(18)38-40-31-29(56(48,49)50)16-19-14-21(7-10-24(19)33(31)42)36-35(44)37-22-8-11-25-20(15-22)17-30(57(51,52)53)32(34(25)43)41-39-27-5-3-4-6-28(27)54-2;;;/h3-17,42-43H,1-2H3,(H2,36,37,44)(H,45,46,47)(H,48,49,50)(H,51,52,53);;;/q;3*+1/p-3
32386	magnesium;[[[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-oxidophosphoryl] hydrogen phosphate	C10H13MgN4O14P3	530.454	None	8	5	15	32	Magnesium itp	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O)O.[Mg+2]	InChI=1S/C10H15N4O14P3.Mg/c15-6-4(1-25-30(21,22)28-31(23,24)27-29(18,19)20)26-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17;/h2-4,6-7,10,15-16H,1H2,(H,21,22)(H,23,24)(H,11,12,17)(H2,18,19,20);/q;+2/p-2/t4-,6-,7-,10-;/m1./s1
34928	6-chloro-2-N,4-N-dihexyl-1,3,5-triazine-2,4-diamine	C15H28ClN5	313.874	6.2	12	2	5	21	AC1L1SM6	CCCCCCNC1=NC(=NC(=N1)Cl)NCCCCCC	InChI=1S/C15H28ClN5/c1-3-5-7-9-11-17-14-19-13(16)20-15(21-14)18-12-10-8-6-4-2/h3-12H2,1-2H3,(H2,17,18,19,20,21)
34588	tert-butyl-[2-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-2-oxoethyl]azanium;chloride	C20H25ClN2O	344.883	None	3	1	2	24	Ketone, tert-butylaminoacetyl (10,11-dihydro-5H-dibenz(b,f)azepin-5-yl), hydrochloride	CC(C)(C)[NH2+]CC(=O)N1C2=CC=CC=C2CCC3=CC=CC=C31.[Cl-]	InChI=1S/C20H24N2O.ClH/c1-20(2,3)21-14-19(23)22-17-10-6-4-8-15(17)12-13-16-9-5-7-11-18(16)22;/h4-11,21H,12-14H2,1-3H3;1H
34664	methylaminoazanium;nitrate	CH7N3O3	109.085	None	0	2	4	7	Monomethylhydrazine nitrate	CN[NH3+].[N+](=O)([O-])[O-]	InChI=1S/CH6N2.NO3/c1-3-2;2-1(3)4/h3H,2H2,1H3;/q;-1/p+1
24239	6-nitro-1H-indazole	C7H5N3O2	163.136	2.1	0	1	3	12	6-Nitro-1H-indazole	C1=CC2=C(C=C1[N+](=O)[O-])NN=C2	InChI=1S/C7H5N3O2/c11-10(12)6-2-1-5-4-8-9-7(5)3-6/h1-4H,(H,8,9)
24101	2-aminoethanol;2,5-dihydroxybenzoic acid	C9H13NO5	215.205	None	2	5	6	15	UNII-PJL7EVT77G	C1=CC(=C(C=C1O)C(=O)O)O.C(CO)N	InChI=1S/C7H6O4.C2H7NO/c8-4-1-2-6(9)5(3-4)7(10)11;3-1-2-4/h1-3,8-9H,(H,10,11);4H,1-3H2
47374	4-propan-2-ylheptan-4-amine	C10H23N	157.301	3	5	1	1	11	1-n-Propyl-1-isopropyl-n-butylamine	CCCC(CCC)(C(C)C)N	InChI=1S/C10H23N/c1-5-7-10(11,8-6-2)9(3)4/h9H,5-8,11H2,1-4H3
22292	sodium;4-methyl-2-oxochromen-7-olate	C10H7NaO3	198.153	None	0	0	3	14		CC1=CC(=O)OC2=C1C=CC(=C2)[O-].[Na+]	InChI=1S/C10H8O3.Na/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9;/h2-5,11H,1H3;/q;+1/p-1
23826	1,1-dichloro-2-ethoxycyclopropane	C5H8Cl2O	155.018	1.8	2	0	1	8	1,1-Dichloro-2-ethoxycyclopropane	CCOC1CC1(Cl)Cl	InChI=1S/C5H8Cl2O/c1-2-8-4-3-5(4,6)7/h4H,2-3H2,1H3
24304	N,N-diethyl-5-phenyl-1,3,4-oxadiazol-2-amine	C12H15N3O	217.272	2.6	4	0	4	16	N,N-diethyl-5-phenyl-1,3,4-oxadiazol-2-amine	CCN(CC)C1=NN=C(O1)C2=CC=CC=C2	InChI=1S/C12H15N3O/c1-3-15(4-2)12-14-13-11(16-12)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3
34364	7-chloro-10-[3-(dimethylamino)propyl]benzo[b][1,8]naphthyridin-5-one	C17H18ClN3O	315.801	3.4	4	0	4	22	Benzonaphthyridone	CN(C)CCCN1C2=C(C=C(C=C2)Cl)C(=O)C3=C1N=CC=C3	InChI=1S/C17H18ClN3O/c1-20(2)9-4-10-21-15-7-6-12(18)11-14(15)16(22)13-5-3-8-19-17(13)21/h3,5-8,11H,4,9-10H2,1-2H3
27397	2-[acetyl(ethyl)amino]ethyl acetate	C8H15NO3	173.212	0	5	0	3	12	N-(2-Acetoxyethyl)-N-ethylacetamide	CCN(CCOC(=O)C)C(=O)C	InChI=1S/C8H15NO3/c1-4-9(7(2)10)5-6-12-8(3)11/h4-6H2,1-3H3
32497	ethylsulfanyl(diphenyl)arsane	C14H15AsS	290.256	None	4	0	1	16	(ETHYLTHIO)DIPHENYLARSINE	CCS[As](C1=CC=CC=C1)C2=CC=CC=C2	InChI=1S/C14H15AsS/c1-2-16-15(13-9-5-3-6-10-13)14-11-7-4-8-12-14/h3-12H,2H2,1H3
22018	4,5-bis(pent-1-enoxy)imidazolidin-2-one	C13H22N2O3	254.33	3.1	8	2	3	18		CCCC=COC1C(NC(=O)N1)OC=CCCC	InChI=1S/C13H22N2O3/c1-3-5-7-9-17-11-12(15-13(16)14-11)18-10-8-6-4-2/h7-12H,3-6H2,1-2H3,(H2,14,15,16)
24344	sodium;iodate	INaO3	197.891	None	0	0	3	5		[O-]I(=O)=O.[Na+]	InChI=1S/HIO3.Na/c2-1(3)4;/h(H,2,3,4);/q;+1/p-1
21395	4,4-diacetylheptanedinitrile	C11H14N2O2	206.245	-0.2	6	0	4	15	4,4-Diacetylheptanedinitrile	CC(=O)C(CCC#N)(CCC#N)C(=O)C	InChI=1S/C11H14N2O2/c1-9(14)11(10(2)15,5-3-7-12)6-4-8-13/h3-6H2,1-2H3
24175	octadecanoate;trimethyl(octadecyl)azanium	C39H81NO2	596.082	None	32	0	2	42	7542-20-3	CCCCCCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCCCCCCCCCCC(=O)[O-]	InChI=1S/C21H46N.C18H36O2/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h5-21H2,1-4H3;2-17H2,1H3,(H,19,20)/q+1;/p-1
21097	cyclohexylazanium;chloride	C6H14ClN	135.635	None	0	1	1	8	Cyclohexylammonium chloride	C1CCC(CC1)[NH3+].[Cl-]	InChI=1S/C6H13N.ClH/c7-6-4-2-1-3-5-6;/h6H,1-5,7H2;1H
25599	N-[(4-methylphenyl)methyl]-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide	C17H20N4O2	312.373	1.2	7	3	4	23	P 1261	CC1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2	InChI=1S/C17H20N4O2/c1-13-2-4-14(5-3-13)12-19-16(22)8-11-20-21-17(23)15-6-9-18-10-7-15/h2-7,9-10,20H,8,11-12H2,1H3,(H,19,22)(H,21,23)
20319	3-[(4-chlorophenyl)-(2-hydroxy-4-oxochromen-3-yl)methyl]-2-hydroxychromen-4-one	C25H15ClO6	446.839	4.2	3	2	6	32		C1=CC=C2C(=C1)C(=O)C(=C(O2)O)C(C3=CC=C(C=C3)Cl)C4=C(OC5=CC=CC=C5C4=O)O	InChI=1S/C25H15ClO6/c26-14-11-9-13(10-12-14)19(20-22(27)15-5-1-3-7-17(15)31-24(20)29)21-23(28)16-6-2-4-8-18(16)32-25(21)30/h1-12,19,29-30H
32600	2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate;cobalt(2+)	C10H14CoN2O8	349.161	None	9	2	10	21	Cobalt(II) EDTA complex	C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Co+2]	InChI=1S/C10H16N2O8.Co/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);/q;+2/p-2
24338	sodium;[4-(carbamoylamino)phenyl]-hydroxyarsinate	C7H8AsN2NaO4	282.062	None	2	3	4	15		C1=CC(=CC=C1NC(=O)N)[As](=O)(O)[O-].[Na+]	InChI=1S/C7H9AsN2O4.Na/c9-7(11)10-6-3-1-5(2-4-6)8(12,13)14;/h1-4H,(H3,9,10,11)(H2,12,13,14);/q;+1/p-1
34503	2-[3-[butanoyl(ethyl)amino]-2,4,6-triiodophenyl]acetic acid	C14H16I3NO3	626.999	3.9	6	1	3	21	BRN 3006972	CCCC(=O)N(CC)C1=C(C=C(C(=C1I)CC(=O)O)I)I	InChI=1S/C14H16I3NO3/c1-3-5-11(19)18(4-2)14-10(16)7-9(15)8(13(14)17)6-12(20)21/h7H,3-6H2,1-2H3,(H,20,21)
34930	2-N,4-N-dibenzyl-6-chloro-1,3,5-triazine-2,4-diamine	C17H16ClN5	325.8	4.6	6	2	5	23	N,N'-Dibenzyl-6-chloro-[1,3,5]triazine-2,4-diamine	C1=CC=C(C=C1)CNC2=NC(=NC(=N2)Cl)NCC3=CC=CC=C3	InChI=1S/C17H16ClN5/c18-15-21-16(19-11-13-7-3-1-4-8-13)23-17(22-15)20-12-14-9-5-2-6-10-14/h1-10H,11-12H2,(H2,19,20,21,22,23)
34586	2,3-dichlorodibenzo-p-dioxin	C12H6Cl2O2	253.078	5.2	0	0	2	16	2,3-DICHLORODIBENZO-P-DIOXIN	C1=CC=C2C(=C1)OC3=CC(=C(C=C3O2)Cl)Cl	InChI=1S/C12H6Cl2O2/c13-7-5-11-12(6-8(7)14)16-10-4-2-1-3-9(10)15-11/h1-6H
32553	bis[(4-phenylphenyl)methyl]-(4,7,7-trimethyl-3-bicyclo[2.2.1]heptanyl)azanium;chloride	C36H40ClN	522.173	None	7	1	1	38	(+-)-endo-N,N'-Bis(p-phenylbenzyl)-2-bornanamine hydrochloride	CC1(C2CCC1(C(C2)[NH+](CC3=CC=C(C=C3)C4=CC=CC=C4)CC5=CC=C(C=C5)C6=CC=CC=C6)C)C.[Cl-]	InChI=1S/C36H39N.ClH/c1-35(2)33-22-23-36(35,3)34(24-33)37(25-27-14-18-31(19-15-27)29-10-6-4-7-11-29)26-28-16-20-32(21-17-28)30-12-8-5-9-13-30;/h4-21,33-34H,22-26H2,1-3H3;1H
32690	1-(3-chlorophenyl)-2-phenyl-3-[4-(2-pyrrolidin-1-ylethoxy)phenyl]prop-2-en-1-one	C27H26ClNO2	431.96	6.5	8	0	3	31		C1CCN(C1)CCOC2=CC=C(C=C2)C=C(C3=CC=CC=C3)C(=O)C4=CC(=CC=C4)Cl	InChI=1S/C27H26ClNO2/c28-24-10-6-9-23(20-24)27(30)26(22-7-2-1-3-8-22)19-21-11-13-25(14-12-21)31-18-17-29-15-4-5-16-29/h1-3,6-14,19-20H,4-5,15-18H2
29874	[3-(prop-2-ynoxycarbonylamino)phenyl] N-methylcarbamate	C12H12N2O4	248.238	1.2	5	2	4	18	NSC 222641	CNC(=O)OC1=CC=CC(=C1)NC(=O)OCC#C	InChI=1S/C12H12N2O4/c1-3-7-17-12(16)14-9-5-4-6-10(8-9)18-11(15)13-2/h1,4-6,8H,7H2,2H3,(H,13,15)(H,14,16)
34590	2-propan-2-ylpyrazine	C7H10N2	122.171	1	1	0	2	9	2-Isopropylpyrazine	CC(C)C1=NC=CN=C1	InChI=1S/C7H10N2/c1-6(2)7-5-8-3-4-9-7/h3-6H,1-2H3
24086	(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol;hydrogen carbonate	C22H27O5-	371.453	None	2	2	5	27	AC1L2N78	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC.C(=O)(O)[O-]	InChI=1S/C21H26O2.CH2O3/c1-4-21(22)12-10-19-18-7-5-14-13-15(23-3)6-8-16(14)17(18)9-11-20(19,21)2;2-1(3)4/h1,6,8,13,17-19,22H,5,7,9-12H2,2-3H3;(H2,2,3,4)/p-1/t17-,18-,19+,20+,21+;/m1./s1
24245	N,N'-dimethyl-N,N'-dinitrosooxamide	C4H6N4O4	174.116	-1	0	0	6	12	Dimethyldinitrosooxamid	CN(C(=O)C(=O)N(C)N=O)N=O	InChI=1S/C4H6N4O4/c1-7(5-11)3(9)4(10)8(2)6-12/h1-2H3
40002	2-(azepan-1-yl)ethanamine	C8H18N2	142.246	0.8	2	1	2	10	2-Azepan-1-yl-ethylamine	C1CCCN(CC1)CCN	InChI=1S/C8H18N2/c9-5-8-10-6-3-1-2-4-7-10/h1-9H2
32379	2-hydroxy-2-phenylethanimidamide	C8H10N2O	150.181	0.3	2	3	2	11	2-hydroxy-2-phenylethanimidamide	C1=CC=C(C=C1)C(C(=N)N)O	InChI=1S/C8H10N2O/c9-8(10)7(11)6-4-2-1-3-5-6/h1-5,7,11H,(H3,9,10)
24102	aluminum(2+) monohydride;2-hydroxybenzoate;hydrate	C7H8AlO4+	183.119	None	0	2	4	12		C1=CC=C(C(=C1)C(=O)[O-])O.O.[AlH+2]	InChI=1S/C7H6O3.Al.H2O.H/c8-6-4-2-1-3-5(6)7(9)10;;;/h1-4,8H,(H,9,10);;1H2;/q;+2;;/p-1
32628	N-ethyl-4-prop-2-ynyl-6-(trichloromethyl)-1,3,5-triazin-2-amine	C9H9Cl3N4	279.549	2.9	3	1	4	16	AC1L1O30	CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)CC#C	InChI=1S/C9H9Cl3N4/c1-3-5-6-14-7(9(10,11)12)16-8(15-6)13-4-2/h1H,4-5H2,2H3,(H,13,14,15,16)
24159	2-(8-tert-butyl-1,4-dioxaspiro[4.5]decan-3-yl)piperidin-1-ium;chloride	C17H32ClNO2	317.898	None	2	1	3	21	alpha-8-tert-Butyl-2-(2-piperidyl)-1,4-dioxaspiro(4.5)decane hydrochloride	CC(C)(C)C1CCC2(CC1)OCC(O2)C3CCCC[NH2+]3.[Cl-]	InChI=1S/C17H31NO2.ClH/c1-16(2,3)13-7-9-17(10-8-13)19-12-15(20-17)14-6-4-5-11-18-14;/h13-15,18H,4-12H2,1-3H3;1H
